,Access Order,ID,Name,Continent,Country,Web Link,Star Rating,Elevation Change (m),Base Elevation (m),Max Elevation (m),Total Piste Length (km),Blue Piste Length (km),Red Piste Length (km),Black Piste Length (km),Ski Lifts,Ski Pass Cost,Photo URL,Photo,Page Link
2387,2388,2240,Paluda – Dalaas,Europe,Austria,https://www.skiresort.info/ski-resort/paluda-dalaas/,2.2,300 m,850 m,1150 m,4.7 km,2 km,1.5 km,1.2 km,1 ski lift,"€ 15,-",https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2388,2389,3216,Levoča,Europe,Slovakia,https://www.skiresort.info/ski-resort/levoca/,2.2,242 m,634 m,876 m,3.4 km,1.4 km,1.1 km,0.9 km,4 ski lifts,"€ 21,-",https://www.skiresort.info/typo3temp/_processed_/21/16/6f/f9/8b63021801.jpg,Levoča_IDresort3216.jpg,https://www.skiresort.info/ski-resorts/page/13/
2389,2390,3646,Ankenesfjellet – Ankenesstranda (Narvik),Europe,Norway,https://www.skiresort.info/ski-resort/ankenesfjellet-ankenesstranda-narvik/,2.2,321 m,85 m,406 m,5.4 km,3.2 km,2.2 km,0 km,2 ski lifts,"NOK 300,- / approx. € 30,-",https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2390,2391,11377,Beartooth Basin,North America,USA,https://www.skiresort.info/ski-resort/beartooth-basin/,2.2,305 m,3017 m,3322 m,5 km,0 km,2 km,3 km,2 ski lifts,"US$ 45,- / approx. € 38,-",https://www.skiresort.info/typo3temp/_processed_/3f/f5/5b/b3/1c7d767f9c.jpg,Beartooth_Basin_IDresort11377.jpg,https://www.skiresort.info/ski-resorts/page/13/
2391,2392,1835,Batawa Ski Hill,North America,Canada,https://www.skiresort.info/ski-resort/batawa-ski-hill/,2.2,50 m,30 m,80 m,1.5 km,0.2 km,0.9 km,0.4 km,4 ski lifts,"C$ 44,- / approx. € 30,-",https://www.skiresort.info/typo3temp/_processed_/9c/c5/55/5f/5bd9bc6642.jpg,Batawa_Ski_Hill_IDresort1835.jpg,https://www.skiresort.info/ski-resorts/page/13/
2392,2393,5124,St. Martin im Tennengebirge,Europe,Austria,https://www.skiresort.info/ski-resort/st-martin-im-tennengebirge/,2.2,200 m,1000 m,1200 m,5 km,3 km,2 km,0 km,4 ski lifts,"€ 23,-",https://www.skiresort.info/typo3temp/_processed_/98/8b/bb/bf/96cb87cdf1.jpg,St._Martin_im_Tennengebirge_IDresort5124.jpg,https://www.skiresort.info/ski-resorts/page/13/
2393,2394,10977,Stavtjørn,Europe,Norway,https://www.skiresort.info/ski-resort/stavtjoern/,2.2,307 m,493 m,800 m,6.5 km,2.5 km,4 km,0 km,4 ski lifts,"NOK 445,- / approx. € 44,-",https://www.skiresort.info/typo3temp/_processed_/8d/d4/4a/ac/26ffcdb721.jpg,Stavtjørn_IDresort10977.jpg,https://www.skiresort.info/ski-resorts/page/13/
2394,2395,1767,Kaberlaba,Europe,Italy,https://www.skiresort.info/ski-resort/kaberlaba/,2.2,150 m,992 m,1142 m,5.6 km,3.6 km,2 km,0 km,4 ski lifts,"€ 30,-",https://www.skiresort.info/typo3temp/assets/_processed_/58/8a/af/f6/37b6fcc473.jpg,Kaberlaba_IDresort1767.jpg,https://www.skiresort.info/ski-resorts/page/13/
2395,2396,3305,Makov,Europe,Slovakia,https://www.skiresort.info/ski-resort/makov/,2.2,288 m,660 m,948 m,6.1 km,0.4 km,5.7 km,0 km,4 ski lifts,"€ 16,-",https://www.skiresort.info/typo3temp/assets/_processed_/be/e4/49/95/3af208ef1a.jpg,Makov_IDresort3305.jpg,https://www.skiresort.info/ski-resorts/page/13/
2396,2397,33480,Haglebu,Europe,Norway,https://www.skiresort.info/ski-resort/haglebu/,2.2,200 m,839 m,1039 m,5.7 km,2.1 km,3.6 km,0 km,3 ski lifts,"NOK 370,- / approx. € 37,-",https://www.skiresort.info/typo3temp/assets/_processed_/60/07/74/46/2ec2075f5b.jpg,Haglebu_IDresort33480.jpg,https://www.skiresort.info/ski-resorts/page/13/
2397,2398,33405,Holtanlia,Europe,Norway,https://www.skiresort.info/ski-resort/holtanlia/,2.2,340 m,53 m,393 m,5.8 km,4.3 km,1.5 km,0 km,1 ski lift,"NOK 200,- / approx. € 20,-",https://www.skiresort.info/typo3temp/assets/_processed_/99/94/4b/bf/f1b373872d.jpg,Holtanlia_IDresort33405.jpg,https://www.skiresort.info/ski-resorts/page/13/
2398,2399,3026,Skorušina,Europe,Slovakia,https://www.skiresort.info/ski-resort/skorusina/,2.2,311 m,704 m,1015 m,5.7 km,3.2 km,2.5 km,0 km,2 ski lifts,"€ 10,-",https://www.skiresort.info/typo3temp/_processed_/26/63/3e/e0/f6a60f0968.jpg,Skorušina_IDresort3026.jpg,https://www.skiresort.info/ski-resorts/page/13/
2399,2400,2902,Kamienica/Bolesławów,Europe,Poland,https://www.skiresort.info/ski-resort/kamienicaboleslawow/,2.2,104 m,595 m,699 m,1.5 km,1 km,0.5 km,0 km,5 ski lifts,"PLN 70,- / approx. € 15,-",https://www.skiresort.info/typo3temp/assets/_processed_/ed/dc/c9/9a/6efd088d3a.jpg,Kamienica/Bolesławów_IDresort2902.jpg,https://www.skiresort.info/ski-resorts/page/13/
2400,2401,4240,Schnifisberg – Schnifis,Europe,Austria,https://www.skiresort.info/ski-resort/schnifisberg-schnifis/,2.2,700 m,650 m,1350 m,2 km,0 km,0 km,2 km,1 ski lift,"€ 12,-",https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2401,2402,3867,Park kralja Matjaža – Črna na Koroškem,Europe,Slovenia,https://www.skiresort.info/ski-resort/park-kralja-matjaza-crna-na-koroskem/,2.2,214 m,575 m,789 m,3 km,1 km,1 km,1 km,1 ski lift,€ 17.50,https://www.skiresort.info/typo3temp/_processed_/a2/21/19/93/9b06acea3f.jpg,Park_kralja_Matjaža_–_Črna_na_Koroškem_IDresort3867.jpg,https://www.skiresort.info/ski-resorts/page/13/
2402,2403,3939,Piobbico,Europe,Italy,https://www.skiresort.info/ski-resort/piobbico/,2.2,180 m,1290 m,1470 m,5.1 km,1.7 km,3.4 km,0 km,1 ski lift,"€ 20,-",https://www.skiresort.info/typo3temp/_processed_/27/71/13/34/80f17190b4.jpg,Piobbico_IDresort3939.jpg,https://www.skiresort.info/ski-resorts/page/13/
2403,2404,4198,San Isidro-Zona Salencias,Europe,Spain,https://www.skiresort.info/ski-resort/san-isidro-zona-salencias/,2.2,168 m,1502 m,1670 m,6.5 km,2.9 km,3.6 km,0 km,4 ski lifts,"€ 30,-",https://www.skiresort.info/typo3temp/_processed_/3f/f0/0d/d5/656e1df5fa.jpg,San_Isidro-Zona_Salencias_IDresort4198.jpg,https://www.skiresort.info/ski-resorts/page/13/
2404,2405,1553,Hochwechsellifts – Mönichwald,Europe,Austria,https://www.skiresort.info/ski-resort/hochwechsellifts-moenichwald/,2.2,300 m,1000 m,1300 m,5.5 km,1.5 km,4 km,0 km,4 ski lifts,€ 23.50,https://www.skiresort.info/typo3temp/assets/_processed_/c8/86/66/61/2008695937.jpg,Hochwechsellifts_–_Mönichwald_IDresort1553.jpg,https://www.skiresort.info/ski-resorts/page/13/
2405,2406,5958,Ghisoni,Europe,France,https://www.skiresort.info/ski-resort/ghisoni/,2.2,290 m,1580 m,1870 m,3 km,1.3 km,0.9 km,0.8 km,3 ski lifts,"€ 20,-",https://www.skiresort.info/typo3temp/assets/_processed_/fa/a2/28/85/5525180141.jpg,Ghisoni_IDresort5958.jpg,https://www.skiresort.info/ski-resorts/page/13/
2406,2407,1555,Hoislifts – Modriach (Edelschrott),Europe,Austria,https://www.skiresort.info/ski-resort/hoislifts-modriach-edelschrott/,2.2,230 m,1000 m,1230 m,6 km,5 km,1 km,0 km,4 ski lifts,"€ 20,-",https://www.skiresort.info/typo3temp/_processed_/67/7b/be/e9/d20fc37afb.jpg,Hoislifts_–_Modriach_(Edelschrott)_IDresort1555.jpg,https://www.skiresort.info/ski-resorts/page/13/
2407,2408,491,Passo Fedaia – Pian dei Fiacconi (Marmolada),Europe,Italy,https://www.skiresort.info/ski-resort/passo-fedaia-pian-dei-fiacconi-marmolada/,2.2,570 m,2080 m,2650 m,5.5 km,0 km,5.5 km,0 km,1 ski lift,"€ 56,-",https://www.skiresort.info/typo3temp/_processed_/b6/63/3b/b7/f0ad9bed17.jpg,Passo_Fedaia_–_Pian_dei_Fiacconi_(Marmolada)_IDresort491.jpg,https://www.skiresort.info/ski-resorts/page/13/
2408,2409,27772,Eriz,Europe,Switzerland,https://www.skiresort.info/ski-resort/eriz/,2.2,350 m,1000 m,1350 m,6 km,4 km,2 km,0 km,2 ski lifts,"SFr. 33,- / approx. € 30,-",https://www.skiresort.info/typo3temp/assets/_processed_/92/21/14/4b/320385b88d.jpg,Eriz_IDresort27772.jpg,https://www.skiresort.info/ski-resorts/page/13/
2409,2410,262,Fonna Glacier Ski Resort,Europe,Norway,https://www.skiresort.info/ski-resort/fonna-glacier-ski-resort/,2.2,260 m,1200 m,1460 m,5 km,2.5 km,2.5 km,0 km,1 ski lift,"NOK 395,- / approx. € 39,-",https://www.skiresort.info/typo3temp/assets/_processed_/d7/79/9d/d0/9aaf3f4fee.jpg,Fonna_Glacier_Ski_Resort_IDresort262.jpg,https://www.skiresort.info/ski-resorts/page/13/
2410,2411,5747,Brameloup – Saint-Chély-d’Aubrac,Europe,France,https://www.skiresort.info/ski-resort/brameloup-saint-chely-daubrac/,2.2,205 m,1190 m,1395 m,6 km,4 km,2 km,0 km,5 ski lifts,"€ 17,-",https://www.skiresort.info/typo3temp/_processed_/da/ac/c2/21/e84733a028.jpg,Brameloup_–_Saint-Chély-d’Aubrac_IDresort5747.jpg,https://www.skiresort.info/ski-resorts/page/13/
2411,2412,2244,Dalvík,Europe,Iceland,https://www.skiresort.info/ski-resort/dalvik/,2.2,275 m,45 m,320 m,5 km,2 km,3 km,0 km,2 ski lifts,"ISK 3300,- / approx. € 22,-",https://www.skiresort.info/typo3temp/_processed_/1f/fd/d8/8b/cff863c966.jpg,Dalvík_IDresort2244.jpg,https://www.skiresort.info/ski-resorts/page/13/
2412,2413,11601,Lišák Stříbrná,Europe,Czech Republic,https://www.skiresort.info/ski-resort/lisak-stribrna/,2.2,180 m,620 m,800 m,3.1 km,1.5 km,0.8 km,0.8 km,2 ski lifts,"CZK 250,- / approx. € 10,-",https://www.skiresort.info/typo3temp/_processed_/06/64/49/96/e7e2c7816f.jpg,Lišák_Stříbrná_IDresort11601.jpg,https://www.skiresort.info/ski-resorts/page/13/
2413,2414,3375,Messilä,Europe,Finland,https://www.skiresort.info/ski-resort/messilae/,2.2,107 m,84 m,191 m,5.7 km,1.3 km,4.4 km,0 km,9 ski lifts,"€ 41,-",https://www.skiresort.info/typo3temp/assets/_processed_/6c/c4/4a/ab/03c2d1f181.jpg,Messilä_IDresort3375.jpg,https://www.skiresort.info/ski-resorts/page/13/
2414,2415,4848,Varingskollen,Europe,Norway,https://www.skiresort.info/ski-resort/varingskollen/,2.2,446 m,100 m,546 m,4 km,2 km,1 km,1 km,4 ski lifts,"NOK 420,- / approx. € 42,-",https://www.skiresort.info/typo3temp/_processed_/56/6e/e3/39/dc224ad99d.jpg,Varingskollen_IDresort4848.jpg,https://www.skiresort.info/ski-resorts/page/13/
2415,2416,5092,Zuckerfeld,Europe,Germany,https://www.skiresort.info/ski-resort/zuckerfeld/,2.2,96 m,712 m,808 m,5 km,3 km,2 km,0 km,1 ski lift,"€ 16,-",https://www.skiresort.info/typo3temp/_processed_/81/19/98/8f/986d4d6cb8.jpg,Zuckerfeld_IDresort5092.jpg,https://www.skiresort.info/ski-resorts/page/13/
2416,2417,27,Ludwigsstadt,Europe,Germany,https://www.skiresort.info/ski-resort/ludwigsstadt/,2.2,230 m,470 m,700 m,5.3 km,3.9 km,1.4 km,0 km,2 ski lifts,"€ 15,-",https://www.skiresort.info/typo3temp/_processed_/2b/bf/f7/7c/15e57efb61.jpg,Ludwigsstadt_IDresort27.jpg,https://www.skiresort.info/ski-resorts/page/13/
2417,2418,1824,Balmberg,Europe,Switzerland,https://www.skiresort.info/ski-resort/balmberg/,2.2,300 m,1000 m,1300 m,5 km,2 km,3 km,0 km,3 ski lifts,"SFr. 32,- / approx. € 29,-",https://www.skiresort.info/typo3temp/_processed_/5a/a9/95/51/d9b1c63628.jpg,Balmberg_IDresort1824.jpg,https://www.skiresort.info/ski-resorts/page/13/
2418,2419,2152,Chriso Elafi,Europe,Greece,https://www.skiresort.info/ski-resort/chriso-elafi/,2.2,120 m,1540 m,1660 m,5 km,4 km,1 km,0 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2419,2420,2539,Gräftåvallen,Europe,Sweden,https://www.skiresort.info/ski-resort/graeftaavallen/,2.2,135 m,660 m,795 m,5 km,4.5 km,0.5 km,0 km,3 ski lifts,,https://www.skiresort.info/typo3temp/assets/_processed_/c1/17/77/7a/0bcac21013.jpg,Gräftåvallen_IDresort2539.jpg,https://www.skiresort.info/ski-resorts/page/13/
2420,2421,5748,Saint-Urcize,Europe,France,https://www.skiresort.info/ski-resort/saint-urcize/,2.2,139 m,1230 m,1369 m,5 km,3 km,2 km,0 km,3 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2421,2422,27947,Lužná,Europe,Czech Republic,https://www.skiresort.info/ski-resort/luzna/,2.2,170 m,480 m,650 m,4 km,1 km,2 km,1 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2422,2423,29087,Vittjåkk (temporarily closed),Europe,Sweden,https://www.skiresort.info/ski-resort/vittjaakk/,2.2,206 m,504 m,710 m,5 km,2 km,3 km,0 km,3 ski lifts,,https://www.skiresort.info/typo3temp/assets/_processed_/58/83/39/96/dbc9c69c70.jpg,Vittjåkk_(temporarily_closed)_IDresort29087.jpg,https://www.skiresort.info/ski-resorts/page/13/
2423,2424,32550,Tau Samaly,Asia,Kazakhstan,https://www.skiresort.info/ski-resort/tau-samaly/,2.2,249 m,1340 m,1589 m,1.9 km,1.9 km,0 km,0 km,3 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2424,2425,1986,Novako – Boží Dar,Europe,Czech Republic,https://www.skiresort.info/ski-resort/novako-bozi-dar/,2.2,62 m,1028 m,1090 m,0.5 km,0.5 km,0 km,0 km,2 ski lifts,"CZK 310,- / approx. € 12,-",https://www.skiresort.info/typo3temp/_processed_/6a/a3/30/05/67a6bd7636.jpg,Novako_–_Boží_Dar_IDresort1986.jpg,https://www.skiresort.info/ski-resorts/page/13/
2425,2426,3317,Aela – Maloja,Europe,Switzerland,https://www.skiresort.info/ski-resort/aela-maloja/,2.2,350 m,1809 m,2159 m,3 km,0.5 km,1.5 km,1 km,2 ski lifts,,https://www.skiresort.info/typo3temp/_processed_/4e/e9/98/8b/54c78285d5.jpg,Aela_–_Maloja_IDresort3317.jpg,https://www.skiresort.info/ski-resorts/page/13/
2426,2427,4155,Rusel (temporarily closed),Europe,Germany,https://www.skiresort.info/ski-resort/rusel/,2.2,167 m,750 m,917 m,3.1 km,1.1 km,1 km,1 km,2 ski lifts,,https://www.skiresort.info/typo3temp/_processed_/27/71/1f/f9/1aafdd0982.jpg,Rusel_(temporarily_closed)_IDresort4155.jpg,https://www.skiresort.info/ski-resorts/page/13/
2427,2428,270,Wildewiese – Sundern,Europe,Germany,https://www.skiresort.info/ski-resort/wildewiese-sundern/,2.2,105 m,540 m,645 m,6 km,3.5 km,2.5 km,0 km,4 ski lifts,"€ 20,-",https://www.skiresort.info/typo3temp/_processed_/87/77/77/7c/5bb11391a0.jpg,Wildewiese_–_Sundern_IDresort270.jpg,https://www.skiresort.info/ski-resorts/page/13/
2428,2429,4165,Hinterreit – Saalfelden am Steinernen Meer,Europe,Austria,https://www.skiresort.info/ski-resort/hinterreit-saalfelden-am-steinernen-meer/,2.2,345 m,780 m,1125 m,5 km,3 km,2 km,0 km,3 ski lifts,€ 36.50,https://www.skiresort.info/typo3temp/_processed_/46/6e/ed/dd/df1c1ab752.jpg,Hinterreit_–_Saalfelden_am_Steinernen_Meer_IDresort4165.jpg,https://www.skiresort.info/ski-resorts/page/13/
2429,2430,3858,Pany (Luzein),Europe,Switzerland,https://www.skiresort.info/ski-resort/pany-luzein/,2.2,220 m,1330 m,1550 m,5 km,3 km,2 km,0 km,2 ski lifts,"SFr. 32,- / approx. € 29,-",https://www.skiresort.info/typo3temp/_processed_/b4/43/34/46/d7f8f96902.jpg,Pany_(Luzein)_IDresort3858.jpg,https://www.skiresort.info/ski-resorts/page/13/
2430,2431,30664,Pod Wangiem,Europe,Poland,https://www.skiresort.info/ski-resort/pod-wangiem/,2.2,54 m,775 m,829 m,0.4 km,0.4 km,0 km,0 km,2 ski lifts,"PLN 90,- / approx. € 19,-",https://www.skiresort.info/typo3temp/_processed_/1c/c4/4a/aa/d58f8bff6d.jpg,Pod_Wangiem_IDresort30664.jpg,https://www.skiresort.info/ski-resorts/page/13/
2431,2432,2761,Hummelfjell,Europe,Norway,https://www.skiresort.info/ski-resort/hummelfjell/,2.2,210 m,660 m,870 m,6 km,4 km,2 km,0 km,4 ski lifts,"NOK 395,- / approx. € 39,-",https://www.skiresort.info/typo3temp/_processed_/7b/b5/54/41/aa709cca73.jpg,Hummelfjell_IDresort2761.jpg,https://www.skiresort.info/ski-resorts/page/13/
2432,2433,5842,Dagali Fjellpark,Europe,Norway,https://www.skiresort.info/ski-resort/dagali-fjellpark/,2.2,220 m,920 m,1140 m,6 km,5 km,1 km,0 km,2 ski lifts,"NOK 380,- / approx. € 38,-",https://www.skiresort.info/typo3temp/_processed_/cd/db/b6/66/7e0266916c.jpg,Dagali_Fjellpark_IDresort5842.jpg,https://www.skiresort.info/ski-resorts/page/13/
2433,2434,236,Haldenköpfle,Europe,Germany,https://www.skiresort.info/ski-resort/haldenkoepfle/,2.2,125 m,1140 m,1265 m,5.3 km,2.6 km,2.7 km,0 km,3 ski lifts,"€ 32,-",https://www.skiresort.info/typo3temp/_processed_/c9/9a/ab/b1/8bcedb7003.jpg,Haldenköpfle_IDresort236.jpg,https://www.skiresort.info/ski-resorts/page/13/
2434,2435,5972,Linden – Schindelberg,Europe,Switzerland,https://www.skiresort.info/ski-resort/linden-schindelberg/,2.2,180 m,736 m,916 m,5 km,4 km,1 km,0 km,3 ski lifts,"SFr. 30,- / approx. € 27,-",https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2435,2436,3081,Krahule,Europe,Slovakia,https://www.skiresort.info/ski-resort/krahule/,2.2,167 m,889 m,1056 m,2.7 km,0.9 km,1.8 km,0 km,6 ski lifts,"€ 24,-",https://www.skiresort.info/typo3temp/_processed_/1a/a0/00/01/72d1be47c3.jpg,Krahule_IDresort3081.jpg,https://www.skiresort.info/ski-resorts/page/13/
2436,2437,33360,Nerskogen,Europe,Norway,https://www.skiresort.info/ski-resort/nerskogen/,2.2,354 m,714 m,1068 m,5.2 km,3.5 km,1.7 km,0 km,3 ski lifts,"NOK 370,- / approx. € 37,-",https://www.skiresort.info/typo3temp/assets/_processed_/46/68/85/5d/29951f6d7e.jpg,Nerskogen_IDresort33360.jpg,https://www.skiresort.info/ski-resorts/page/13/
2437,2438,27622,Gantrisch Gurnigel,Europe,Switzerland,https://www.skiresort.info/ski-resort/gantrisch-gurnigel/,2.2,250 m,1340 m,1590 m,6 km,4 km,2 km,0 km,3 ski lifts,"SFr. 36,- / approx. € 33,-",https://www.skiresort.info/typo3temp/_processed_/c2/2f/ff/f9/e962d7bd0b.jpg,Gantrisch_Gurnigel_IDresort27622.jpg,https://www.skiresort.info/ski-resorts/page/13/
2438,2439,4746,Tromsø,Europe,Norway,https://www.skiresort.info/ski-resort/tromsoe/,2.2,383 m,47 m,430 m,4 km,1 km,2 km,1 km,3 ski lifts,"NOK 350,- / approx. € 35,-",https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2439,2440,2159,Chuo Alps Senjojiki,Asia,Japan,https://www.skiresort.info/ski-resort/chuo-alps-senjojiki/,2.2,56 m,2614 m,2670 m,0.6 km,0.3 km,0.3 km,0 km,2 ski lifts,"¥ 2500,- / approx. € 19,-",https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2440,2441,1987,Bracknell Ski Centre (dry slopes) (temporarily closed),Europe,United Kingdom,https://www.skiresort.info/ski-resort/bracknell-ski-centre/,2.2,11 m,74 m,85 m,0.3 km,0.2 km,0.1 km,0 km,2 ski lifts,,https://www.skiresort.info/typo3temp/_processed_/1d/d8/84/4e/cfcc976546.jpg,Bracknell_Ski_Centre_(dry_slopes)_(temporarily_closed)_IDresort1987.jpg,https://www.skiresort.info/ski-resorts/page/13/
2441,2442,5968,Les Rafforts – Héry sur Ugine,Europe,France,https://www.skiresort.info/ski-resort/les-rafforts-hery-sur-ugine/,2.2,312 m,912 m,1224 m,3 km,1 km,1 km,1 km,2 ski lifts,,https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2442,2443,4068,Rasos de Peguera,Europe,Spain,https://www.skiresort.info/ski-resort/rasos-de-peguera/,2.2,210 m,1825 m,2035 m,5 km,3 km,2 km,0 km,6 ski lifts,,https://www.skiresort.info/typo3temp/_processed_/59/98/8f/f6/0ec72a0d76.jpg,Rasos_de_Peguera_IDresort4068.jpg,https://www.skiresort.info/ski-resorts/page/13/
2443,2444,1870,Big Snow American Dream (indoor ski area),North America,USA,https://www.skiresort.info/ski-resort/big-snow-american-dream/,2.2,36 m,100 m,136 m,0.5 km,0.3 km,0.2 km,0 km,2 ski lifts,,https://www.skiresort.info/typo3temp/assets/_processed_/16/60/09/93/bdb99cfad3.jpg,Big_Snow_American_Dream_(indoor_ski_area)_IDresort1870.jpg,https://www.skiresort.info/ski-resorts/page/13/
2444,2445,2866,Jiigatake,Asia,Japan,https://www.skiresort.info/ski-resort/jiigatake/,,274 m,927 m,1201 m,7 km,5 km,2 km,0 km,5 ski lifts,"¥ 3700,- / approx. € 28,-",https://www.skiresort.info/typo3temp/_processed_/7c/ce/e8/8c/58979fbdbe.jpg,Jiigatake_IDresort2866.jpg,https://www.skiresort.info/ski-resorts/page/13/
2445,2446,30144,Beauce – Vallée-Jonction,North America,Canada,https://www.skiresort.info/ski-resort/beauce-vallee-jonction/,2.2,60 m,152 m,212 m,3.1 km,0.5 km,1.8 km,0.8 km,2 ski lifts,"C$ 18,- / approx. € 12,-",https://www.skiresort.info/typo3temp/_processed_/22/25/53/36/3af2241520.jpg,Beauce_–_Vallée-Jonction_IDresort30144.jpg,https://www.skiresort.info/ski-resorts/page/13/
2446,2447,33350,Rauma,Europe,Norway,https://www.skiresort.info/ski-resort/rauma/,2.2,302 m,318 m,620 m,4.1 km,1.4 km,2 km,0.7 km,1 ski lift,"€ 350,-",https://www.skiresort.info/typo3temp/assets/_processed_/37/72/23/33/554d60ff01.jpg,Rauma_IDresort33350.jpg,https://www.skiresort.info/ski-resorts/page/13/
2447,2448,30124,Thunderhill – Benito,North America,Canada,https://www.skiresort.info/ski-resort/thunderhill-benito/,2.2,103 m,469 m,572 m,4.9 km,3 km,1 km,0.9 km,2 ski lifts,"C$ 25,- / approx. € 17,-",https://www.skiresort.info/typo3temp/assets/_processed_/eb/b1/11/17/6a2bc0c51f.jpg,Thunderhill_–_Benito_IDresort30124.jpg,https://www.skiresort.info/ski-resorts/page/13/
2448,2449,4942,Welch Village,North America,USA,https://www.skiresort.info/ski-resort/welch-village/,,110 m,213 m,323 m,6 km,2 km,2 km,2 km,9 ski lifts,"US$ 60,- / approx. € 50,-",https://www.skiresort.info/typo3temp/_processed_/27/77/74/42/100af1053e.jpg,Welch_Village_IDresort4942.jpg,https://www.skiresort.info/ski-resorts/page/13/
2449,2450,2636,Heiden – Bischofsberg,Europe,Switzerland,https://www.skiresort.info/ski-resort/heiden-bischofsberg/,2.2,130 m,810 m,940 m,5 km,4 km,1 km,0 km,2 ski lifts,"SFr. 28,- / approx. € 25,-",https://www.skiresort.info/,,https://www.skiresort.info/ski-resorts/page/13/
2450,2451,2967,Kékestetö,Europe,Hungary,https://www.skiresort.info/ski-resort/kekestetoe/,2.2,245 m,770 m,1015 m,3.1 km,2 km,0.5 km,0.6 km,5 ski lifts,"HUF 6000,- / approx. € 16,-",https://www.skiresort.info/typo3temp/_processed_/70/0c/c0/00/7adf129550.jpg,Kékestetö_IDresort2967.jpg,https://www.skiresort.info/ski-resorts/page/14/
2451,2452,4686,Titcomb Mountain,North America,USA,https://www.skiresort.info/ski-resort/titcomb-mountain/,2.2,84 m,126 m,210 m,4.4 km,1 km,1.1 km,2.3 km,2 ski lifts,"US$ 24,- / approx. € 20,-",https://www.skiresort.info/typo3temp/_processed_/97/72/2d/d8/334c796f9d.jpg,Titcomb_Mountain_IDresort4686.jpg,https://www.skiresort.info/ski-resorts/page/14/
